id,category,category_label,asset_kind,source_deck_name,source_deck,source_slide,source_shape_id,source_shape_name,shape_type,auto_shape_type,width,height,rotation,occurrences,preview,asset_png,keywords
shape-0021,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,4,brand_mark_bottom,1,2,26.25,13.5,0.0,2,previews/shape-0021.png,,brand|mark|bottom|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0022,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,191,Oval 190,1,9,12.96,12.96,0.0,1,previews/shape-0022.png,,oval|190|rebuilt|slide|01.pptx
shape-0023,basic_shapes,基础形状,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,5,bottom-left-arc-2,1,25,123.784,158.612,20.0,1,previews/shape-0023.png,,bottom|left|arc|2|识别2|knight可编辑复刻.pptx
shape-0024,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,61,Oval 60,1,9,17.28,17.28,0.0,1,previews/shape-0024.png,,oval|60|rebuilt|slide|01.pptx
shape-0025,basic_shapes,基础形状,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,8,Oval 7,1,9,29.856,29.856,0.0,1,previews/shape-0025.png,,oval|7|rebuilt|slide|02.pptx
shape-0026,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,19,prompt_loop_2,1,9,156.0,138.0,0.0,1,previews/shape-0026.png,,prompt|loop|2|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0027,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,59,Oval 58,1,9,63.36,63.36,0.0,1,previews/shape-0027.png,,oval|58|rebuilt|slide|01.pptx
shape-0028,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,23,prompt_loop_6,1,9,225.0,114.75,0.0,1,previews/shape-0028.png,,prompt|loop|6|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0029,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,95,mountain_base_2,1,7,141.0,64.5,0.0,1,previews/shape-0029.png,,mountain|base|2|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0030,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,227,Parallelogram 226,1,2,126.72,56.16,0.0,1,previews/shape-0030.png,,parallelogram|226|rebuilt|slide|01.pptx
shape-0031,basic_shapes,基础形状,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,19,judgement-icon-host-1,1,9,72.0,72.0,0.0,3,previews/shape-0031.png,,judgement|icon|host|1|识别3|knight可编辑复刻.pptx
shape-0032,basic_shapes,基础形状,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,4,bottom-left-arc-1,1,25,99.623,139.766,25.0,1,previews/shape-0032.png,,bottom|left|arc|1|识别2|knight可编辑复刻.pptx
shape-0033,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,22,prompt_loop_5,1,9,135.0,129.75,0.0,1,previews/shape-0033.png,,prompt|loop|5|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0034,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,7,Parallelogram 6,1,2,48.96,27.36,0.0,2,previews/shape-0034.png,,parallelogram|6|rebuilt|slide|01.pptx
shape-0035,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,94,mountain_base_1,1,7,172.5,97.5,0.0,1,previews/shape-0035.png,,mountain|base|1|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0036,basic_shapes,基础形状,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,18,Oval 17,1,9,29.856,29.856,0.0,1,previews/shape-0036.png,,oval|17|rebuilt|slide|02.pptx
shape-0037,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,102,evolution_node_1,1,9,13.5,13.5,0.0,4,previews/shape-0037.png,,evolution|node|1|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0038,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,20,prompt_loop_3,1,9,205.5,84.75,0.0,1,previews/shape-0038.png,,prompt|loop|3|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0039,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,72,Parallelogram 71,1,2,48.96,27.36,0.0,2,previews/shape-0039.png,,parallelogram|71|rebuilt|slide|01.pptx
card-0001,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,4,fast2_column_2_0,1,5,267.0,414.0,0.0,1,previews/card-0001.png,,fast2|column|2|0|七页原图批量可编辑复刻.pptx
card-0002,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,4,fast1_top_1,1,5,1024.165,257.075,0.0,1,previews/card-0002.png,,fast1|top|1|七页原图批量可编辑复刻.pptx
card-0003,cards,卡片与容器,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,5,Rounded Rectangle 4,1,5,463.349,430.622,0.0,1,previews/card-0003.png,,rounded|rectangle|4|rebuilt|slide|02.pptx
card-0004,cards,卡片与容器,native_editable,party-semantic-editable.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\semantic-rebuild-v9\party-semantic-editable.pptx,1,26,Shape 23,1,5,279.0,113.4,0.0,1,previews/card-0004.png,,shape|23|party|semantic|editable.pptx
card-0005,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,154,Rounded Rectangle 153,1,5,180.72,27.36,0.0,1,previews/card-0005.png,,rounded|rectangle|153|rebuilt|slide|01.pptx
card-0006,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,202,Rounded Rectangle 201,1,5,514.8,21.6,0.0,1,previews/card-0006.png,,rounded|rectangle|201|rebuilt|slide|01.pptx
card-0007,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,29,fast2_footer_2,1,5,1166.25,66.0,0.0,1,previews/card-0007.png,,fast2|footer|2|七页原图批量可编辑复刻.pptx
card-0008,cards,卡片与容器,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,25,metric-card-02,1,5,411.0,186.0,0.0,1,previews/card-0008.png,,metric|card|02|识别2|knight可编辑复刻.pptx
card-0009,cards,卡片与容器,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,46,Rounded Rectangle 45,1,5,428.325,212.44,0.0,1,previews/card-0009.png,,rounded|rectangle|45|rebuilt|slide|02.pptx
card-0010,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,157,Rounded Rectangle 156,1,5,110.16,32.4,0.0,3,previews/card-0010.png,,rounded|rectangle|156|rebuilt|slide|01.pptx
card-0011,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,74,Rounded Rectangle 73,1,5,205.2,173.52,0.0,1,previews/card-0011.png,,rounded|rectangle|73|rebuilt|slide|01.pptx
card-0012,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,5,Rounded Rectangle 4,1,5,497.52,177.12,0.0,1,previews/card-0012.png,,rounded|rectangle|4|rebuilt|slide|01.pptx
card-0013,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,27,fast2_bottom_2_3,1,5,246.0,29.25,0.0,1,previews/card-0013.png,,fast2|bottom|2|3|七页原图批量可编辑复刻.pptx
card-0014,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,3,19,fast3_step_3_879_0,1,5,102.0,27.0,0.0,4,previews/card-0014.png,,fast3|step|3|879|0|七页原图批量可编辑复刻.pptx
card-0015,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,39,prompt_center,1,5,108.75,63.0,0.0,1,previews/card-0015.png,,prompt|center|李佳3|视觉ocr快速可编辑复刻.pptx
card-0016,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,17,fast1_effect_1,1,5,228.817,264.656,0.0,1,previews/card-0016.png,,fast1|effect|1|七页原图批量可编辑复刻.pptx
card-0017,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,218,Rounded Rectangle 217,1,5,259.2,66.24,0.0,1,previews/card-0017.png,,rounded|rectangle|217|rebuilt|slide|01.pptx
card-0018,cards,卡片与容器,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,15,pain_hint_1,1,5,235.5,54.0,0.0,3,previews/card-0018.png,,pain|hint|1|李佳1|快速可编辑复刻.pptx
card-0019,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,7,60,red_top_7,1,1,1254.0,165.0,0.0,1,previews/card-0019.png,,red|top|7|七页原图批量可编辑复刻.pptx
card-0020,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,9,panel_root,1,5,375.0,494.25,0.0,1,previews/card-0020.png,,panel|root|李佳3|视觉ocr快速可编辑复刻.pptx
card-0021,cards,卡片与容器,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,10,core-label-bg,5,138,174.0,48.75,0.0,1,previews/card-0021.png,,core|label|bg|识别3|knight可编辑复刻.pptx
card-0022,cards,卡片与容器,native_editable,party-semantic-editable.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\semantic-rebuild-v9\party-semantic-editable.pptx,1,29,Shape 26,1,5,199.8,58.8,0.0,1,previews/card-0022.png,,shape|26|party|semantic|editable.pptx
card-0023,cards,卡片与容器,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,11,core-label-background,1,5,166.5,46.5,0.0,1,previews/card-0023.png,,core|label|background|识别2|knight可编辑复刻.pptx
card-0024,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,6,5,auto3_item_6_332,1,5,318.75,90.0,0.0,3,previews/card-0024.png,,auto3|item|6|332|七页原图批量可编辑复刻.pptx
card-0025,cards,卡片与容器,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,48,skill_card,1,5,402.0,255.75,0.0,3,previews/card-0025.png,,skill|card|李佳1|快速可编辑复刻.pptx
card-0026,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,25,Rounded Rectangle 24,1,5,589.68,177.12,0.0,1,previews/card-0026.png,,rounded|rectangle|24|rebuilt|slide|01.pptx
card-0027,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,169,Rounded Rectangle 168,1,5,208.08,182.16,0.0,1,previews/card-0027.png,,rounded|rectangle|168|rebuilt|slide|01.pptx
card-0028,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,226,Rounded Rectangle 225,1,5,1118.16,56.16,0.0,1,previews/card-0028.png,,rounded|rectangle|225|rebuilt|slide|01.pptx
card-0029,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,12,fast1_lower_1,1,5,1024.165,292.914,0.0,1,previews/card-0029.png,,fast1|lower|1|七页原图批量可编辑复刻.pptx
card-0030,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,72,good_step_1,1,5,102.0,27.0,0.0,4,previews/card-0030.png,,good|step|1|李佳3|视觉ocr快速可编辑复刻.pptx
card-0031,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,4,3,auto_key_4,1,5,1089.0,48.75,0.0,3,previews/card-0031.png,,auto|key|4|七页原图批量可编辑复刻.pptx
card-0032,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,10,fast2_column_2_1,1,5,267.0,414.0,0.0,1,previews/card-0032.png,,fast2|column|2|1|七页原图批量可编辑复刻.pptx
card-0033,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,189,Rectangle 188,1,1,172.8,34.56,0.0,1,previews/card-0033.png,,rectangle|188|rebuilt|slide|01.pptx
card-0034,cards,卡片与容器,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,10,pain_card_1,1,5,261.0,210.75,0.0,3,previews/card-0034.png,,pain|card|1|李佳1|快速可编辑复刻.pptx
card-0035,cards,卡片与容器,native_editable,party-semantic-editable.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\semantic-rebuild-v9\party-semantic-editable.pptx,1,20,Shape 17,1,5,280.8,118.2,0.0,2,previews/card-0035.png,,shape|17|party|semantic|editable.pptx
card-0036,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,15,fast2_bottom_2_1,1,5,246.0,29.25,0.0,1,previews/card-0036.png,,fast2|bottom|2|1|七页原图批量可编辑复刻.pptx
card-0037,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,7,2,red_summary_7,1,5,1147.5,87.0,0.0,1,previews/card-0037.png,,red|summary|7|七页原图批量可编辑复刻.pptx
card-0038,cards,卡片与容器,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,96,solution_result_card,1,5,249.0,288.0,0.0,1,previews/card-0038.png,,solution|result|card|李佳1|快速可编辑复刻.pptx
card-0039,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,54,correct_route,1,5,126.0,258.0,0.0,1,previews/card-0039.png,,correct|route|李佳3|视觉ocr快速可编辑复刻.pptx
card-0040,cards,卡片与容器,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,54,Rounded Rectangle 53,1,5,428.325,73.493,0.0,1,previews/card-0040.png,,rounded|rectangle|53|rebuilt|slide|02.pptx
card-0041,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,42,current_warning,1,5,344.25,44.25,0.0,4,previews/card-0041.png,,current|warning|李佳3|视觉ocr快速可编辑复刻.pptx
card-0042,cards,卡片与容器,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,93,context_footer,1,5,384.0,33.0,0.0,2,previews/card-0042.png,,context|footer|李佳1|快速可编辑复刻.pptx
card-0043,cards,卡片与容器,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,43,Rounded Rectangle 42,1,5,415.694,44.785,0.0,1,previews/card-0043.png,,rounded|rectangle|42|rebuilt|slide|02.pptx
card-0044,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,171,Rounded Rectangle 170,1,5,183.6,24.48,0.0,1,previews/card-0044.png,,rounded|rectangle|170|rebuilt|slide|01.pptx
card-0045,cards,卡片与容器,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,51,context_card_header,1,1,402.75,37.5,0.0,4,previews/card-0045.png,,context|card|header|李佳1|快速可编辑复刻.pptx
card-0046,cards,卡片与容器,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,14,core-statement-border,1,5,866.25,46.5,0.0,1,previews/card-0046.png,,core|statement|border|识别2|knight可编辑复刻.pptx
card-0047,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,6,8,auto3_stat_6_312,1,5,439.5,154.5,0.0,2,previews/card-0047.png,,auto3|stat|6|312|七页原图批量可编辑复刻.pptx
card-0048,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,87,Rectangle 86,1,1,298.08,28.8,0.0,1,previews/card-0048.png,,rectangle|86|rebuilt|slide|01.pptx
card-0049,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,5,12,auto2_footer_5,1,5,1014.0,74.25,0.0,1,previews/card-0049.png,,auto2|footer|5|七页原图批量可编辑复刻.pptx
card-0050,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,6,fast1_note_1_44,1,5,216.412,49.623,0.0,3,previews/card-0050.png,,fast1|note|1|44|七页原图批量可编辑复刻.pptx
card-0051,cards,卡片与容器,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,107,conclusion_banner,1,5,1035.0,48.0,0.0,1,previews/card-0051.png,,conclusion|banner|李佳1|快速可编辑复刻.pptx
card-0052,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,5,fast1_card_1_44,1,5,239.845,193.668,0.0,1,previews/card-0052.png,,fast1|card|1|44|七页原图批量可编辑复刻.pptx
card-0053,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,55,wrong_route_title,1,5,104.25,30.0,0.0,1,previews/card-0053.png,,wrong|route|title|李佳3|视觉ocr快速可编辑复刻.pptx
card-0054,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,24,fast2_row_2_3_385,1,5,249.0,60.0,0.0,3,previews/card-0054.png,,fast2|row|2|3|385|七页原图批量可编辑复刻.pptx
card-0055,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,22,fast2_column_2_3,1,5,267.0,414.0,0.0,1,previews/card-0055.png,,fast2|column|2|3|七页原图批量可编辑复刻.pptx
card-0056,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,70,Rounded Rectangle 69,1,5,552.96,243.36,0.0,1,previews/card-0056.png,,rounded|rectangle|69|rebuilt|slide|01.pptx
card-0057,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,11,fast1_result_1,1,5,228.817,241.223,0.0,1,previews/card-0057.png,,fast1|result|1|七页原图批量可编辑复刻.pptx
card-0058,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,7,3,red_label_7,1,1,248.25,79.5,0.0,1,previews/card-0058.png,,red|label|7|七页原图批量可编辑复刻.pptx
card-0059,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,7,fast1_card_1_413,1,5,239.845,193.668,0.0,2,previews/card-0059.png,,fast1|card|1|413|七页原图批量可编辑复刻.pptx
card-0060,cards,卡片与容器,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,6,Rounded Rectangle 5,1,5,140.4,27.36,0.0,1,previews/card-0060.png,,rounded|rectangle|5|rebuilt|slide|01.pptx
card-0061,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,18,fast2_row_2_2_385,1,5,249.0,60.0,0.0,3,previews/card-0061.png,,fast2|row|2|385|七页原图批量可编辑复刻.pptx
card-0062,cards,卡片与容器,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,3,6,fast3_panel_3_1,1,5,375.0,494.25,0.0,1,previews/card-0062.png,,fast3|panel|3|1|七页原图批量可编辑复刻.pptx
card-0063,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,30,loop_callout_2,1,5,87.75,50.25,0.0,2,previews/card-0063.png,,loop|callout|2|李佳3|视觉ocr快速可编辑复刻.pptx
card-0064,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,84,root_warning,1,5,339.75,44.25,0.0,2,previews/card-0064.png,,root|warning|李佳3|视觉ocr快速可编辑复刻.pptx
card-0065,cards,卡片与容器,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,122,footer_banner,1,5,1185.75,63.75,0.0,2,previews/card-0065.png,,footer|banner|李佳3|视觉ocr快速可编辑复刻.pptx
