id,category,category_label,asset_kind,source_deck_name,source_deck,source_slide,source_shape_id,source_shape_name,shape_type,auto_shape_type,width,height,rotation,occurrences,preview,asset_png,keywords
arrow-0001,arrows,箭头与流程块,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,90,stage-arrow-1,1,33,37.5,21.0,0.0,2,previews/arrow-0001.png,,stage|arrow|1|识别2|knight可编辑复刻.pptx
arrow-0002,arrows,箭头与流程块,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,65,Right Arrow 64,1,33,21.6,14.4,0.0,4,previews/arrow-0002.png,,right|arrow|64|rebuilt|slide|01.pptx
arrow-0003,arrows,箭头与流程块,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,85,stage-flow-heading-bg,1,52,165.0,72.0,0.0,1,previews/arrow-0003.png,,stage|flow|heading|bg|识别2|knight可编辑复刻.pptx
arrow-0004,arrows,箭头与流程块,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,66,stage-chevron-2,1,52,295.5,83.25,0.0,1,previews/arrow-0004.png,,stage|chevron|2|识别3|knight可编辑复刻.pptx
arrow-0005,arrows,箭头与流程块,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,43,transition_arrow,1,36,78.75,26.25,0.0,1,previews/arrow-0005.png,,transition|arrow|李佳1|快速可编辑复刻.pptx
arrow-0006,arrows,箭头与流程块,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,179,Right Arrow 178,1,33,23.76,7.92,0.0,3,previews/arrow-0006.png,,right|arrow|178|rebuilt|slide|01.pptx
arrow-0007,arrows,箭头与流程块,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,85,Right Arrow 84,1,33,38.88,25.2,0.0,1,previews/arrow-0007.png,,right|arrow|84|rebuilt|slide|01.pptx
arrow-0008,arrows,箭头与流程块,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,61,stage-chevron-1,1,52,284.25,83.25,0.0,1,previews/arrow-0008.png,,stage|chevron|1|识别3|knight可编辑复刻.pptx
arrow-0009,arrows,箭头与流程块,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,45,Down Arrow 44,1,36,16.077,16.077,0.0,1,previews/arrow-0009.png,,down|arrow|44|rebuilt|slide|02.pptx
arrow-0010,arrows,箭头与流程块,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,71,stage-chevron-3,1,52,297.75,83.25,0.0,1,previews/arrow-0010.png,,stage|chevron|3|识别3|knight可编辑复刻.pptx
arrow-0011,arrows,箭头与流程块,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,76,stage-chevron-4,1,52,287.25,83.25,0.0,1,previews/arrow-0011.png,,stage|chevron|4|识别3|knight可编辑复刻.pptx
arrow-0012,arrows,箭头与流程块,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,69,Right Arrow 68,1,33,21.6,14.4,0.0,1,previews/arrow-0012.png,,right|arrow|68|rebuilt|slide|01.pptx
background-0001,backgrounds,背景,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,2,Rectangle 1,1,1,960.0,540.287,0.0,1,previews/background-0001.png,assets/png/background-0001.png,rectangle|1|rebuilt|slide|02.pptx
background-0002,backgrounds,背景,picture,party-semantic-editable.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\semantic-rebuild-v9\party-semantic-editable.pptx,1,2,Image 0,13,1,960.0,540.0,0.0,1,previews/background-0002.png,assets/png/background-0002.png,image|0|preencoded.png|party|semantic|editable.pptx
badge-0001,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,3,5,fast3_tab_3_0,1,5,84.0,37.5,0.0,2,previews/badge-0001.png,,fast3|tab|3|0|七页原图批量可编辑复刻.pptx
badge-0002,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,119,Rectangle 118,1,1,33.84,39.6,0.0,1,previews/badge-0002.png,,rectangle|118|rebuilt|slide|01.pptx
badge-0003,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,105,Rectangle 104,1,1,28.8,39.6,0.0,1,previews/badge-0003.png,,rectangle|104|rebuilt|slide|01.pptx
badge-0004,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,99,Rectangle 98,1,1,26.64,25.2,0.0,1,previews/badge-0004.png,,rectangle|98|rebuilt|slide|01.pptx
badge-0005,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,23,fast2_tab_2_3,1,1,48.75,38.25,0.0,1,previews/badge-0005.png,,fast2|tab|2|3|七页原图批量可编辑复刻.pptx
badge-0006,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,121,Rectangle 120,1,1,28.8,39.6,0.0,2,previews/badge-0006.png,,rectangle|120|rebuilt|slide|01.pptx
badge-0007,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,101,Rectangle 100,1,1,30.96,25.2,0.0,1,previews/badge-0007.png,,rectangle|100|rebuilt|slide|01.pptx
badge-0008,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,3,7,fast3_tab_3_1,1,5,84.0,37.5,0.0,1,previews/badge-0008.png,,fast3|tab|3|1|七页原图批量可编辑复刻.pptx
badge-0009,badges,徽章与标签,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,2,top-left-blue-tab,1,1,38.25,54.0,0.0,1,previews/badge-0009.png,,top|left|blue|tab|识别3|knight可编辑复刻.pptx
badge-0010,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,111,Rectangle 110,1,1,54.0,39.6,0.0,1,previews/badge-0010.png,,rectangle|110|rebuilt|slide|01.pptx
badge-0011,badges,徽章与标签,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,85,root_warning_icon,1,5,39.0,31.5,0.0,1,previews/badge-0011.png,,root|warning|icon|李佳3|视觉ocr快速可编辑复刻.pptx
badge-0012,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,127,Rectangle 126,1,1,54.0,39.6,0.0,2,previews/badge-0012.png,,rectangle|126|rebuilt|slide|01.pptx
badge-0013,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,135,Rectangle 134,1,1,33.84,39.6,0.0,2,previews/badge-0013.png,,rectangle|134|rebuilt|slide|01.pptx
badge-0014,badges,徽章与标签,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,62,stage-icon-ring-1,1,9,59.25,59.25,0.0,2,previews/badge-0014.png,,stage|icon|ring|1|识别3|knight可编辑复刻.pptx
badge-0015,badges,徽章与标签,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,88,result_badge,1,5,84.0,37.5,0.0,2,previews/badge-0015.png,,result|badge|李佳3|视觉ocr快速可编辑复刻.pptx
badge-0016,badges,徽章与标签,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,2,top-left-blue-tab,1,1,36.75,39.75,0.0,1,previews/badge-0016.png,,top|left|blue|tab|识别2|knight可编辑复刻.pptx
badge-0017,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,107,Rectangle 106,1,1,34.56,39.6,0.0,1,previews/badge-0017.png,,rectangle|106|rebuilt|slide|01.pptx
badge-0018,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,133,Rectangle 132,1,1,30.96,39.6,0.0,3,previews/badge-0018.png,,rectangle|132|rebuilt|slide|01.pptx
badge-0019,badges,徽章与标签,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,84,stage-flow-panel,1,5,976.5,72.0,0.0,1,previews/badge-0019.png,,stage|flow|panel|识别2|knight可编辑复刻.pptx
badge-0020,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,89,Rectangle 88,1,1,28.8,25.2,0.0,1,previews/badge-0020.png,,rectangle|88|rebuilt|slide|01.pptx
badge-0021,badges,徽章与标签,native_editable,party-semantic-editable.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\semantic-rebuild-v9\party-semantic-editable.pptx,1,13,Shape 10,1,1,10.8,40.8,0.0,4,previews/badge-0021.png,,shape|10|party|semantic|editable.pptx
badge-0022,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,103,Rectangle 102,1,1,33.84,25.2,0.0,1,previews/badge-0022.png,,rectangle|102|rebuilt|slide|01.pptx
badge-0023,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,93,Rectangle 92,1,1,36.0,25.2,0.0,1,previews/badge-0023.png,,rectangle|92|rebuilt|slide|01.pptx
badge-0024,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,2,fast_badge_1,1,5,49.623,35.839,0.0,1,previews/badge-0024.png,,fast|badge|1|七页原图批量可编辑复刻.pptx
badge-0025,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,17,fast2_tab_2_2,1,1,48.75,38.25,0.0,1,previews/badge-0025.png,,fast2|tab|2|七页原图批量可编辑复刻.pptx
badge-0026,badges,徽章与标签,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,46,root_badge,1,5,86.25,37.5,0.0,1,previews/badge-0026.png,,root|badge|李佳3|视觉ocr快速可编辑复刻.pptx
badge-0027,badges,徽章与标签,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,43,current_warning_icon,1,5,39.0,31.5,0.0,2,previews/badge-0027.png,,current|warning|icon|李佳3|视觉ocr快速可编辑复刻.pptx
badge-0028,badges,徽章与标签,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,22,judgement-badge-1,1,5,40.5,38.25,0.0,3,previews/badge-0028.png,,judgement|badge|1|识别3|knight可编辑复刻.pptx
badge-0029,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,5,fast2_tab_2_0,1,1,48.75,38.25,0.0,1,previews/badge-0029.png,,fast2|tab|2|0|七页原图批量可编辑复刻.pptx
badge-0030,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,125,Rectangle 124,1,1,36.0,39.6,0.0,2,previews/badge-0030.png,,rectangle|124|rebuilt|slide|01.pptx
badge-0031,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,109,Rectangle 108,1,1,36.0,39.6,0.0,1,previews/badge-0031.png,,rectangle|108|rebuilt|slide|01.pptx
badge-0032,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,91,Rectangle 90,1,1,34.56,25.2,0.0,1,previews/badge-0032.png,,rectangle|90|rebuilt|slide|01.pptx
badge-0033,badges,徽章与标签,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,36,badge-03,1,5,40.5,31.5,0.0,1,previews/badge-0033.png,,badge|03|识别2|knight可编辑复刻.pptx
badge-0034,badges,徽章与标签,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,44,kpi-tab-2026h1,1,5,165.0,33.0,0.0,1,previews/badge-0034.png,,kpi|tab|2026h1|识别3|knight可编辑复刻.pptx
badge-0035,badges,徽章与标签,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,27,loop_callout_1,1,5,82.5,50.25,0.0,2,previews/badge-0035.png,,loop|callout|1|李佳3|视觉ocr快速可编辑复刻.pptx
badge-0036,badges,徽章与标签,native_editable,party-semantic-editable.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\semantic-rebuild-v9\party-semantic-editable.pptx,1,12,Shape 9,1,5,60.0,40.8,0.0,6,previews/badge-0036.png,,shape|9|party|semantic|editable.pptx
badge-0037,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,4,2,auto_mark_4,1,1,37.5,54.0,0.0,3,previews/badge-0037.png,,auto|mark|4|七页原图批量可编辑复刻.pptx
badge-0038,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,2,fast_badge_2,1,5,54.0,39.0,0.0,2,previews/badge-0038.png,,fast|badge|2|七页原图批量可编辑复刻.pptx
badge-0039,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,115,Rectangle 114,1,1,26.64,39.6,0.0,1,previews/badge-0039.png,,rectangle|114|rebuilt|slide|01.pptx
badge-0040,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,123,Rectangle 122,1,1,34.56,39.6,0.0,2,previews/badge-0040.png,,rectangle|122|rebuilt|slide|01.pptx
badge-0041,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,129,Rectangle 128,1,1,53.28,39.6,0.0,3,previews/badge-0041.png,,rectangle|128|rebuilt|slide|01.pptx
badge-0042,badges,徽章与标签,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,131,Rectangle 130,1,1,26.64,39.6,0.0,2,previews/badge-0042.png,,rectangle|130|rebuilt|slide|01.pptx
badge-0043,badges,徽章与标签,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,54,kpi-tab-2026may,1,5,165.0,32.25,0.0,1,previews/badge-0043.png,,kpi|tab|2026may|识别3|knight可编辑复刻.pptx
badge-0044,badges,徽章与标签,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,2,header_number_tab,1,5,82.5,45.75,0.0,1,previews/badge-0044.png,,header|number|tab|李佳3|视觉ocr快速可编辑复刻.pptx
badge-0045,badges,徽章与标签,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,72,stage-icon-ring-3,1,9,59.25,59.25,0.0,2,previews/badge-0045.png,,stage|icon|ring|3|识别3|knight可编辑复刻.pptx
badge-0046,badges,徽章与标签,native_editable,party-semantic-editable.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\semantic-rebuild-v9\party-semantic-editable.pptx,1,19,Shape 16,1,1,10.8,40.8,0.0,2,previews/badge-0046.png,,shape|16|party|semantic|editable.pptx
badge-0047,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,11,fast2_tab_2_1,1,1,48.75,38.25,0.0,1,previews/badge-0047.png,,fast2|tab|2|1|七页原图批量可编辑复刻.pptx
badge-0048,badges,徽章与标签,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,18,badge-01,1,5,37.5,32.25,0.0,2,previews/badge-0048.png,,badge|01|识别2|knight可编辑复刻.pptx
badge-0049,badges,徽章与标签,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,114,page_badge,1,5,53.25,39.0,0.0,1,previews/badge-0049.png,,page|badge|李佳1|快速可编辑复刻.pptx
badge-0050,badges,徽章与标签,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,7,5,red_number_7_70_372,1,1,73.5,48.0,0.0,6,previews/badge-0050.png,,red|number|7|70|372|七页原图批量可编辑复刻.pptx
shape-0001,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,21,prompt_loop_4,1,9,189.75,172.5,0.0,1,previews/shape-0001.png,,prompt|loop|4|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0002,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,26,prompt_loop_9,1,9,141.75,116.25,0.0,1,previews/shape-0002.png,,prompt|loop|9|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0003,basic_shapes,基础形状,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,56,chart-legend-marker,1,9,7.5,7.5,0.0,1,previews/shape-0003.png,,chart|legend|marker|识别2|knight可编辑复刻.pptx
shape-0004,basic_shapes,基础形状,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,16,quality-ring-dash,1,25,109.524,103.505,177.0,1,previews/shape-0004.png,,quality|ring|dash|识别3|knight可编辑复刻.pptx
shape-0005,basic_shapes,基础形状,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,4,4,auto_chip_4,1,2,170.25,48.0,0.0,1,previews/shape-0005.png,,auto|chip|4|七页原图批量可编辑复刻.pptx
shape-0006,basic_shapes,基础形状,native_editable,识别2-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize2-rebuild\识别2-Knight可编辑复刻.pptx,1,63,chart-marker-1,1,9,9.0,9.0,0.0,6,previews/shape-0006.png,,chart|marker|1|识别2|knight可编辑复刻.pptx
shape-0007,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,35,Oval 34,1,9,63.36,63.36,0.0,2,previews/shape-0007.png,,oval|34|rebuilt|slide|01.pptx
shape-0008,basic_shapes,基础形状,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,2,3,fast_mark_2,1,2,41.25,31.5,0.0,2,previews/shape-0008.png,,fast|mark|2|七页原图批量可编辑复刻.pptx
shape-0009,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,24,prompt_loop_7,1,9,166.5,158.25,0.0,1,previews/shape-0009.png,,prompt|loop|7|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0010,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,25,prompt_loop_8,1,9,199.5,101.25,0.0,1,previews/shape-0010.png,,prompt|loop|8|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0011,basic_shapes,基础形状,native_editable,李佳1_快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳1-fast-reverse\李佳1_快速可编辑复刻.pptx,1,13,Oval 12,1,9,8.25,8.25,0.0,10,previews/shape-0011.png,,oval|12|李佳1|快速可编辑复刻.pptx
shape-0012,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,203,Oval 202,1,9,15.12,15.12,0.0,1,previews/shape-0012.png,,oval|202|rebuilt|slide|01.pptx
shape-0013,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,18,prompt_loop_1,1,9,183.75,112.5,0.0,1,previews/shape-0013.png,,prompt|loop|1|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0014,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,29,Oval 28,1,9,63.36,63.36,0.0,3,previews/shape-0014.png,,oval|28|rebuilt|slide|01.pptx
shape-0015,basic_shapes,基础形状,native_editable,七页原图批量可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\sources-batch\七页原图批量可编辑复刻.pptx,1,3,fast_mark_1,1,2,37.906,28.947,0.0,1,previews/shape-0015.png,,fast|mark|1|七页原图批量可编辑复刻.pptx
shape-0016,basic_shapes,基础形状,native_editable,rebuilt-slide-02.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-02.pptx,1,13,Oval 12,1,9,29.856,29.856,0.0,3,previews/shape-0016.png,,oval|12|rebuilt|slide|02.pptx
shape-0017,basic_shapes,基础形状,native_editable,李佳3_视觉OCR快速可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\李佳3-fast-vision\李佳3_视觉OCR快速可编辑复刻.pptx,1,3,brand_mark_top,1,2,31.5,13.5,0.0,2,previews/shape-0017.png,,brand|mark|top|李佳3|视觉ocr快速可编辑复刻.pptx
shape-0018,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,31,Oval 30,1,9,17.28,17.28,0.0,5,previews/shape-0018.png,,oval|30|rebuilt|slide|01.pptx
shape-0019,basic_shapes,基础形状,native_editable,rebuilt-slide-01.pptx,C:\Users\LENOVO\Documents\seconddevPPT\reference\knight-imagetopptx-skill\assets\rebuilt-slide-01.pptx,1,208,Parallelogram 207,1,2,48.96,27.36,0.0,1,previews/shape-0019.png,,parallelogram|207|rebuilt|slide|01.pptx
shape-0020,basic_shapes,基础形状,native_editable,识别3-Knight可编辑复刻.pptx,C:\Users\LENOVO\Documents\seconddevPPT\output\knight-recognize3-rebuild\识别3-Knight可编辑复刻.pptx,1,15,quality-ring-main,1,25,118.032,107.239,353.0,1,previews/shape-0020.png,,quality|ring|main|识别3|knight可编辑复刻.pptx
